Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Dipyridamole,HAS_ANTAGONISM_WITH,Fluorouracil,14.17,-4.2,14.17,-4.2
Fluorouracil,HAS_ANTAGONISM_WITH,Dipyridamole,14.17,-4.2,14.17,-4.2
Dipyridamole,HAS_SYNERGISM_WITH,Flutamide,37.48,25.17,37.46,25.17
Flutamide,HAS_SYNERGISM_WITH,Dipyridamole,37.48,25.17,37.46,25.17
Dipyridamole,HAS_SYNERGISM_WITH,Fomepizole,16.62,9.33,16.57,9.33
Fomepizole,HAS_SYNERGISM_WITH,Dipyridamole,16.62,9.33,16.57,9.33
Dipyridamole,HAS_SYNERGISM_WITH,Gabapentin,38.83,32.76,38.79,32.76
Gabapentin,HAS_SYNERGISM_WITH,Dipyridamole,38.83,32.76,38.79,32.76
Dipyridamole,HAS_ANTAGONISM_WITH,Guanfacine,-53.08,-60.45,-53.09,-60.45
Guanfacine,HAS_ANTAGONISM_WITH,Dipyridamole,-53.08,-60.45,-53.09,-60.45
Dipyridamole,HAS_ANTAGONISM_WITH,Hydralazine,-35.83,-49.27,-35.84,-49.27
Hydralazine,HAS_ANTAGONISM_WITH,Dipyridamole,-35.83,-49.27,-35.84,-49.27
Dipyridamole,HAS_SYNERGISM_WITH,Hydroxychloroquine,19.52,13.5,19.52,13.5
Hydroxychloroquine,HAS_SYNERGISM_WITH,Dipyridamole,19.52,13.5,19.52,13.5
Dipyridamole,HAS_SYNERGISM_WITH,Hydroxyurea,4.16,1.64,4.16,1.64
Hydroxyurea,HAS_SYNERGISM_WITH,Dipyridamole,4.16,1.64,4.16,1.64
Dipyridamole,HAS_ANTAGONISM_WITH,Imipramine,-12.43,-19.04,-12.44,-19.04
Imipramine,HAS_ANTAGONISM_WITH,Dipyridamole,-12.43,-19.04,-12.44,-19.04
Dipyridamole,HAS_ANTAGONISM_WITH,Ribavirin,4.39,-0.89,4.38,-0.89
Ribavirin,HAS_ANTAGONISM_WITH,Dipyridamole,4.39,-0.89,4.38,-0.89
Dipyridamole,HAS_SYNERGISM_WITH,Isoniazid,16.19,12.32,16.17,12.32
Isoniazid,HAS_SYNERGISM_WITH,Dipyridamole,16.19,12.32,16.17,12.32
Dipyridamole,HAS_SYNERGISM_WITH,Isoprenaline,33.37,12.86,33.34,12.86
Isoprenaline,HAS_SYNERGISM_WITH,Dipyridamole,33.37,12.86,33.34,12.86
Dipyridamole,HAS_SYNERGISM_WITH,Guanadrel,35.44,26.79,35.4,26.79
Guanadrel,HAS_SYNERGISM_WITH,Dipyridamole,35.44,26.79,35.4,26.79
Dipyridamole,HAS_ANTAGONISM_WITH,Bortezomib,-15.08,-16.45,-15.16,-16.45
Bortezomib,HAS_ANTAGONISM_WITH,Dipyridamole,-15.08,-16.45,-15.16,-16.45
Dipyridamole,HAS_ANTAGONISM_WITH,Lamotrigine,-3.58,-12.15,-3.61,-12.15
Lamotrigine,HAS_ANTAGONISM_WITH,Dipyridamole,-3.58,-12.15,-3.61,-12.15
Dipyridamole,HAS_SYNERGISM_WITH,Lansoprazole,23.8,8.95,23.78,8.95
Lansoprazole,HAS_SYNERGISM_WITH,Dipyridamole,23.8,8.95,23.78,8.95
Dipyridamole,HAS_SYNERGISM_WITH,Methyldopa,33.93,26.17,33.89,26.17
Methyldopa,HAS_SYNERGISM_WITH,Dipyridamole,33.93,26.17,33.89,26.17
Dipyridamole,HAS_SYNERGISM_WITH,Leflunomide,9.88,4.12,9.88,4.12
Leflunomide,HAS_SYNERGISM_WITH,Dipyridamole,9.88,4.12,9.88,4.12
Dipyridamole,HAS_SYNERGISM_WITH,Loperamide,21.73,14.78,21.73,14.78
Loperamide,HAS_SYNERGISM_WITH,Dipyridamole,21.73,14.78,21.73,14.78
Dipyridamole,HAS_SYNERGISM_WITH,Maprotiline,36.69,15.49,36.68,15.49
Maprotiline,HAS_SYNERGISM_WITH,Dipyridamole,36.69,15.49,36.68,15.49
Dipyridamole,HAS_SYNERGISM_WITH,Mebendazole,19.21,12.59,19.21,12.59
Mebendazole,HAS_SYNERGISM_WITH,Dipyridamole,19.21,12.59,19.21,12.59
Dipyridamole,HAS_ANTAGONISM_WITH,Mecamylamine,-45.88,-52.61,-45.88,-52.61
Mecamylamine,HAS_ANTAGONISM_WITH,Dipyridamole,-45.88,-52.61,-45.88,-52.61
Dipyridamole,HAS_SYNERGISM_WITH,Mefloquine,3.03,0.59,3.01,0.59
Mefloquine,HAS_SYNERGISM_WITH,Dipyridamole,3.03,0.59,3.01,0.59
Dipyridamole,HAS_ANTAGONISM_WITH,Memantine,-54.34,-61.43,-54.34,-61.43
Memantine,HAS_ANTAGONISM_WITH,Dipyridamole,-54.34,-61.43,-54.34,-61.43
Dipyridamole,HAS_SYNERGISM_WITH,Mephenytoin,25.05,17.11,25.0,17.11
Mephenytoin,HAS_SYNERGISM_WITH,Dipyridamole,25.05,17.11,25.0,17.11
Dipyridamole,HAS_SYNERGISM_WITH,Mesalazine,15.18,8.83,15.15,8.83
Mesalazine,HAS_SYNERGISM_WITH,Dipyridamole,15.18,8.83,15.15,8.83
Dipyridamole,HAS_SYNERGISM_WITH,Metformin,13.28,7.06,13.25,7.06
Metformin,HAS_SYNERGISM_WITH,Dipyridamole,13.28,7.06,13.25,7.06
Dipyridamole,HAS_ANTAGONISM_WITH,Methyclothiazide,-48.14,-55.27,-48.14,-55.27
Methyclothiazide,HAS_ANTAGONISM_WITH,Dipyridamole,-48.14,-55.27,-48.14,-55.27
Dipyridamole,HAS_SYNERGISM_WITH,Metronidazole,14.92,8.81,14.89,8.81
Metronidazole,HAS_SYNERGISM_WITH,Dipyridamole,14.92,8.81,14.89,8.81
Dipyridamole,HAS_ANTAGONISM_WITH,Acarbose,-39.88,-46.19,-39.88,-46.19
Acarbose,HAS_ANTAGONISM_WITH,Dipyridamole,-39.88,-46.19,-39.88,-46.19
Dipyridamole,HAS_ANTAGONISM_WITH,Milrinone,-23.3,-31.02,-23.31,-31.02
Milrinone,HAS_ANTAGONISM_WITH,Dipyridamole,-23.3,-31.02,-23.31,-31.02
Dipyridamole,HAS_SYNERGISM_WITH,Minoxidil,17.43,10.79,17.42,10.79
Minoxidil,HAS_SYNERGISM_WITH,Dipyridamole,17.43,10.79,17.42,10.79
Dipyridamole,HAS_SYNERGISM_WITH,Mitotane,23.45,7.79,23.44,7.79
Mitotane,HAS_SYNERGISM_WITH,Dipyridamole,23.45,7.79,23.44,7.79
Dipyridamole,HAS_SYNERGISM_WITH,Mitoxantrone,1.64,0.35,1.58,0.35
Mitoxantrone,HAS_SYNERGISM_WITH,Dipyridamole,1.64,0.35,1.58,0.35
Dipyridamole,HAS_ANTAGONISM_WITH,Sitagliptin,0.39,-6.82,0.38,-6.82
Sitagliptin,HAS_ANTAGONISM_WITH,Dipyridamole,0.39,-6.82,0.38,-6.82
Dipyridamole,HAS_ANTAGONISM_WITH,Pentostatin,-27.88,-34.96,-27.91,-34.96
Pentostatin,HAS_ANTAGONISM_WITH,Dipyridamole,-27.88,-34.96,-27.91,-34.96
Dipyridamole,HAS_ANTAGONISM_WITH,Digitoxin,1.23,-0.32,1.14,-0.32
Digitoxin,HAS_ANTAGONISM_WITH,Dipyridamole,1.23,-0.32,1.14,-0.32
Dipyridamole,HAS_ANTAGONISM_WITH,Abacavir,-25.75,-35.03,-25.78,-35.03
Abacavir,HAS_ANTAGONISM_WITH,Dipyridamole,-25.75,-35.03,-25.78,-35.03
Dipyridamole,HAS_SYNERGISM_WITH,Miglitol,19.59,12.22,19.56,12.22
Miglitol,HAS_SYNERGISM_WITH,Dipyridamole,19.59,12.22,19.56,12.22
Dipyridamole,HAS_SYNERGISM_WITH,Metyrosine,36.34,30.06,36.31,30.06
Metyrosine,HAS_SYNERGISM_WITH,Dipyridamole,36.34,30.06,36.31,30.06
Dipyridamole,HAS_ANTAGONISM_WITH,Tacrolimus,-1.86,-7.4,-1.86,-7.4
Tacrolimus,HAS_ANTAGONISM_WITH,Dipyridamole,-1.86,-7.4,-1.86,-7.4
Dipyridamole,HAS_SYNERGISM_WITH,Mycophenolic acid,4.65,1.92,4.64,1.92
Mycophenolic acid,HAS_SYNERGISM_WITH,Dipyridamole,4.65,1.92,4.64,1.92
Dipyridamole,HAS_SYNERGISM_WITH,Eptifibatide,31.82,24.85,31.81,24.85
Eptifibatide,HAS_SYNERGISM_WITH,Dipyridamole,31.82,24.85,31.81,24.85
Dipyridamole,HAS_ANTAGONISM_WITH,Nisoldipine,-4.38,-9.3,-4.38,-9.3
Nisoldipine,HAS_ANTAGONISM_WITH,Dipyridamole,-4.38,-9.3,-4.38,-9.3
Dipyridamole,HAS_SYNERGISM_WITH,Oxyphenbutazone,4.58,2.51,4.58,2.51
Oxyphenbutazone,HAS_SYNERGISM_WITH,Dipyridamole,4.58,2.51,4.58,2.51
Dipyridamole,HAS_SYNERGISM_WITH,Aminosalicylic Acid,31.75,20.8,31.71,20.8
Aminosalicylic Acid,HAS_SYNERGISM_WITH,Dipyridamole,31.75,20.8,31.71,20.8
Dipyridamole,HAS_ANTAGONISM_WITH,Pamidronate,-46.87,-52.06,-46.89,-52.06
Pamidronate,HAS_ANTAGONISM_WITH,Dipyridamole,-46.87,-52.06,-46.89,-52.06
Dipyridamole,HAS_ANTAGONISM_WITH,Pargyline,2.87,-4.52,2.87,-4.52
Pargyline,HAS_ANTAGONISM_WITH,Dipyridamole,2.87,-4.52,2.87,-4.52
Dipyridamole,HAS_ANTAGONISM_WITH,Primidone,-23.52,-30.32,-23.55,-30.32
Primidone,HAS_ANTAGONISM_WITH,Dipyridamole,-23.52,-30.32,-23.55,-30.32
Dipyridamole,HAS_SYNERGISM_WITH,Probenecid,11.33,3.26,11.28,3.26
Probenecid,HAS_SYNERGISM_WITH,Dipyridamole,11.33,3.26,11.28,3.26
Dipyridamole,HAS_ANTAGONISM_WITH,Probucol,-13.3,-19.94,-13.31,-19.94
Probucol,HAS_ANTAGONISM_WITH,Dipyridamole,-13.3,-19.94,-13.31,-19.94
Dipyridamole,HAS_ANTAGONISM_WITH,Procarbazine,-42.18,-49.77,-42.19,-49.77
Procarbazine,HAS_ANTAGONISM_WITH,Dipyridamole,-42.18,-49.77,-42.19,-49.77
Dipyridamole,HAS_SYNERGISM_WITH,Riluzole,25.35,17.3,25.35,17.3
Riluzole,HAS_SYNERGISM_WITH,Dipyridamole,25.35,17.3,25.35,17.3
Dipyridamole,HAS_ANTAGONISM_WITH,Risperidone,-25.17,-33.01,-25.17,-33.01
Risperidone,HAS_ANTAGONISM_WITH,Dipyridamole,-25.17,-33.01,-25.17,-33.01
Dipyridamole,HAS_ANTAGONISM_WITH,Miglustat,-54.18,-61.72,-54.22,-61.72
Miglustat,HAS_ANTAGONISM_WITH,Dipyridamole,-54.18,-61.72,-54.22,-61.72
Dipyridamole,HAS_SYNERGISM_WITH,Entacapone,8.82,2.01,8.81,2.01
Entacapone,HAS_SYNERGISM_WITH,Dipyridamole,8.82,2.01,8.81,2.01
Dipyridamole,HAS_SYNERGISM_WITH,Acitretin,27.05,7.53,27.04,7.53
Acitretin,HAS_SYNERGISM_WITH,Dipyridamole,27.05,7.53,27.04,7.53
Dipyridamole,HAS_ANTAGONISM_WITH,Levetiracetam,-19.36,-26.47,-19.41,-26.47
Levetiracetam,HAS_ANTAGONISM_WITH,Dipyridamole,-19.36,-26.47,-19.41,-26.47
Dipyridamole,HAS_ANTAGONISM_WITH,Nabilone,-42.22,-47.86,-42.22,-47.86
Nabilone,HAS_ANTAGONISM_WITH,Dipyridamole,-42.22,-47.86,-42.22,-47.86
Dipyridamole,HAS_ANTAGONISM_WITH,Topiramate,-53.03,-60.97,-53.06,-60.97
Topiramate,HAS_ANTAGONISM_WITH,Dipyridamole,-53.03,-60.97,-53.06,-60.97
Dipyridamole,HAS_SYNERGISM_WITH,Imatinib,11.38,6.33,11.35,6.33
Imatinib,HAS_SYNERGISM_WITH,Dipyridamole,11.38,6.33,11.35,6.33
Dipyridamole,HAS_SYNERGISM_WITH,Vorinostat,2.56,0.86,2.52,0.86
Vorinostat,HAS_SYNERGISM_WITH,Dipyridamole,2.56,0.86,2.52,0.86
Dipyridamole,HAS_SYNERGISM_WITH,Dexmedetomidine,21.49,15.01,21.49,15.01
Dexmedetomidine,HAS_SYNERGISM_WITH,Dipyridamole,21.49,15.01,21.49,15.01
Dipyridamole,HAS_SYNERGISM_WITH,Iloprost,22.04,15.1,22.04,15.1
Iloprost,HAS_SYNERGISM_WITH,Dipyridamole,22.04,15.1,22.04,15.1
Dipyridamole,HAS_ANTAGONISM_WITH,Nateglinide,-38.7,-45.39,-38.73,-45.39
Nateglinide,HAS_ANTAGONISM_WITH,Dipyridamole,-38.7,-45.39,-38.73,-45.39
Dipyridamole,HAS_ANTAGONISM_WITH,Fluvoxamine,-35.69,-44.16,-35.69,-44.16
Fluvoxamine,HAS_ANTAGONISM_WITH,Dipyridamole,-35.69,-44.16,-35.69,-44.16
Dipyridamole,HAS_SYNERGISM_WITH,Sunitinib,15.08,7.66,15.08,7.66
Sunitinib,HAS_SYNERGISM_WITH,Dipyridamole,15.08,7.66,15.08,7.66
Dipyridamole,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-1.92,-5.46,-1.94,-5.46
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Dipyridamole,-1.92,-5.46,-1.94,-5.46
Dipyridamole,HAS_ANTAGONISM_WITH,Sumatriptan,-51.47,-59.0,-51.47,-59.0
Sumatriptan,HAS_ANTAGONISM_WITH,Dipyridamole,-51.47,-59.0,-51.47,-59.0
Dipyridamole,HAS_ANTAGONISM_WITH,Naltrexone,-0.34,-7.39,-0.34,-7.39
Naltrexone,HAS_ANTAGONISM_WITH,Dipyridamole,-0.34,-7.39,-0.34,-7.39
Dipyridamole,HAS_ANTAGONISM_WITH,Dextromethorphan,-53.28,-58.1,-53.28,-58.1
Dextromethorphan,HAS_ANTAGONISM_WITH,Dipyridamole,-53.28,-58.1,-53.28,-58.1
Dipyridamole,HAS_SYNERGISM_WITH,Terazosin,30.04,22.89,30.04,22.89
Terazosin,HAS_SYNERGISM_WITH,Dipyridamole,30.04,22.89,30.04,22.89
Dipyridamole,HAS_SYNERGISM_WITH,Thalidomide,31.22,23.55,31.2,23.55
Thalidomide,HAS_SYNERGISM_WITH,Dipyridamole,31.22,23.55,31.2,23.55
Dipyridamole,HAS_SYNERGISM_WITH,Enalaprilat,12.47,4.87,12.47,4.87
Enalaprilat,HAS_SYNERGISM_WITH,Dipyridamole,12.47,4.87,12.47,4.87
Dipyridamole,HAS_SYNERGISM_WITH,Tetracycline,25.01,16.85,24.98,16.85
Tetracycline,HAS_SYNERGISM_WITH,Dipyridamole,25.01,16.85,24.98,16.85
Dipyridamole,HAS_ANTAGONISM_WITH,Phenprocoumon,-45.14,-55.03,-45.17,-55.03
Phenprocoumon,HAS_ANTAGONISM_WITH,Dipyridamole,-45.14,-55.03,-45.17,-55.03
Dipyridamole,HAS_ANTAGONISM_WITH,Teriflunomide,-19.96,-33.86,-19.99,-33.86
Teriflunomide,HAS_ANTAGONISM_WITH,Dipyridamole,-19.96,-33.86,-19.99,-33.86
Dipyridamole,HAS_SYNERGISM_WITH,Aliskiren,22.42,14.66,22.42,14.66
Aliskiren,HAS_SYNERGISM_WITH,Dipyridamole,22.42,14.66,22.42,14.66
Dipyridamole,HAS_SYNERGISM_WITH,Tolazoline,30.84,24.75,30.82,24.75
Tolazoline,HAS_SYNERGISM_WITH,Dipyridamole,30.84,24.75,30.82,24.75
Dipyridamole,HAS_ANTAGONISM_WITH,Tranexamic Acid,-15.97,-22.41,-16.02,-22.41
Tranexamic Acid,HAS_ANTAGONISM_WITH,Dipyridamole,-15.97,-22.41,-16.02,-22.41
Dipyridamole,HAS_SYNERGISM_WITH,Itraconazole,12.28,7.46,12.28,7.47
Itraconazole,HAS_SYNERGISM_WITH,Dipyridamole,12.28,7.46,12.28,7.47
Dipyridamole,HAS_ANTAGONISM_WITH,Tranylcypromine,-8.83,-15.72,-8.84,-15.72
Tranylcypromine,HAS_ANTAGONISM_WITH,Dipyridamole,-8.83,-15.72,-8.84,-15.72
Dipyridamole,HAS_ANTAGONISM_WITH,Trazodone,7.82,-0.94,7.8,-0.94
Trazodone,HAS_ANTAGONISM_WITH,Dipyridamole,7.82,-0.94,7.8,-0.94
Dipyridamole,HAS_ANTAGONISM_WITH,Triamterene,-27.86,-35.48,-27.86,-35.48
Triamterene,HAS_ANTAGONISM_WITH,Dipyridamole,-27.86,-35.48,-27.86,-35.48
Dipyridamole,HAS_ANTAGONISM_WITH,Trihexyphenidyl,5.48,-2.9,5.48,-2.9
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Dipyridamole,5.48,-2.9,5.48,-2.9
Dipyridamole,HAS_ANTAGONISM_WITH,Trimethoprim,-30.25,-38.36,-30.28,-38.36
Trimethoprim,HAS_ANTAGONISM_WITH,Dipyridamole,-30.25,-38.36,-30.28,-38.36
Dipyridamole,HAS_SYNERGISM_WITH,Ranolazine,31.4,21.3,31.38,21.3
Ranolazine,HAS_SYNERGISM_WITH,Dipyridamole,31.4,21.3,31.38,21.3
Dipyridamole,HAS_ANTAGONISM_WITH,Zafirlukast,-9.44,-17.73,-9.44,-17.73
Zafirlukast,HAS_ANTAGONISM_WITH,Dipyridamole,-9.44,-17.73,-9.44,-17.73
Dipyridamole,HAS_ANTAGONISM_WITH,Zaleplon,-25.09,-31.93,-25.09,-31.93
Zaleplon,HAS_ANTAGONISM_WITH,Dipyridamole,-25.09,-31.93,-25.09,-31.93
Dipyridamole,HAS_ANTAGONISM_WITH,Zonisamide,-36.78,-44.06,-36.82,-44.06
Zonisamide,HAS_ANTAGONISM_WITH,Dipyridamole,-36.78,-44.06,-36.82,-44.06
Dipyridamole,HAS_ANTAGONISM_WITH,Prednisolone,-19.34,-30.2,-19.37,-30.2
Prednisolone,HAS_ANTAGONISM_WITH,Dipyridamole,-19.34,-30.2,-19.37,-30.2
Dipyridamole,HAS_SYNERGISM_WITH,Epinephrine,6.95,2.07,6.93,2.07
Epinephrine,HAS_SYNERGISM_WITH,Dipyridamole,6.95,2.07,6.93,2.07
Dipyridamole,HAS_SYNERGISM_WITH,Carbachol,37.13,29.86,37.13,29.86
Carbachol,HAS_SYNERGISM_WITH,Dipyridamole,37.13,29.86,37.13,29.86
Dipyridamole,HAS_SYNERGISM_WITH,Spironolactone,24.49,15.69,24.49,15.69
Spironolactone,HAS_SYNERGISM_WITH,Dipyridamole,24.49,15.69,24.49,15.69
Dipyridamole,HAS_SYNERGISM_WITH,Liothyronine,34.4,26.84,34.4,26.84
Liothyronine,HAS_SYNERGISM_WITH,Dipyridamole,34.4,26.84,34.4,26.84
Dipyridamole,HAS_SYNERGISM_WITH,Ethinyl Estradiol,7.44,3.86,7.44,3.86
Ethinyl Estradiol,HAS_SYNERGISM_WITH,Dipyridamole,7.44,3.86,7.44,3.86
Dipyridamole,HAS_SYNERGISM_WITH,Testosterone,26.51,16.86,26.51,16.86
Testosterone,HAS_SYNERGISM_WITH,Dipyridamole,26.51,16.86,26.51,16.86
Dipyridamole,HAS_ANTAGONISM_WITH,Tetrabenazine,-53.23,-60.19,-53.24,-60.19
Tetrabenazine,HAS_ANTAGONISM_WITH,Dipyridamole,-53.23,-60.19,-53.24,-60.19
Dipyridamole,HAS_SYNERGISM_WITH,Zileuton,36.62,25.37,36.58,25.37
Zileuton,HAS_SYNERGISM_WITH,Dipyridamole,36.62,25.37,36.58,25.37
Dipyridamole,HAS_ANTAGONISM_WITH,Clopidogrel,-6.68,-12.91,-6.68,-12.91
Clopidogrel,HAS_ANTAGONISM_WITH,Dipyridamole,-6.68,-12.91,-6.68,-12.91
Dipyridamole,HAS_SYNERGISM_WITH,Tiagabine,11.17,0.1,11.17,0.1
Tiagabine,HAS_SYNERGISM_WITH,Dipyridamole,11.17,0.1,11.17,0.1
Dipyridamole,HAS_ANTAGONISM_WITH,Ibutilide,-36.21,-43.58,-36.21,-43.58
Ibutilide,HAS_ANTAGONISM_WITH,Dipyridamole,-36.21,-43.58,-36.21,-43.58
Dipyridamole,HAS_ANTAGONISM_WITH,Aripiprazole,-0.34,-12.85,-0.34,-12.85
Aripiprazole,HAS_ANTAGONISM_WITH,Dipyridamole,-0.34,-12.85,-0.34,-12.85
Dipyridamole,HAS_SYNERGISM_WITH,Proguanil,25.81,18.92,25.81,18.92
Proguanil,HAS_SYNERGISM_WITH,Dipyridamole,25.81,18.92,25.81,18.92
Dipyridamole,HAS_ANTAGONISM_WITH,Cytarabine,-23.74,-24.98,-23.78,-24.98
Cytarabine,HAS_ANTAGONISM_WITH,Dipyridamole,-23.74,-24.98,-23.78,-24.98
Dipyridamole,HAS_ANTAGONISM_WITH,Ivermectin,-51.95,-56.05,-51.95,-56.05
Ivermectin,HAS_ANTAGONISM_WITH,Dipyridamole,-51.95,-56.05,-51.95,-56.05
Dipyridamole,HAS_ANTAGONISM_WITH,Palonosetron,-46.89,-53.81,-46.9,-53.81
Palonosetron,HAS_ANTAGONISM_WITH,Dipyridamole,-46.89,-53.81,-46.9,-53.81
Dipyridamole,HAS_ANTAGONISM_WITH,Everolimus,-4.89,-24.17,-4.95,-24.17
Everolimus,HAS_ANTAGONISM_WITH,Dipyridamole,-4.89,-24.17,-4.95,-24.17
Dipyridamole,HAS_SYNERGISM_WITH,Oseltamivir,32.58,25.41,32.58,25.41
Oseltamivir,HAS_SYNERGISM_WITH,Dipyridamole,32.58,25.41,32.58,25.41
Dipyridamole,HAS_SYNERGISM_WITH,Trilostane,34.8,27.41,34.79,27.41
Trilostane,HAS_SYNERGISM_WITH,Dipyridamole,34.8,27.41,34.79,27.41
Dipyridamole,HAS_ANTAGONISM_WITH,Propylthiouracil,-8.76,-16.52,-8.79,-16.52
Propylthiouracil,HAS_ANTAGONISM_WITH,Dipyridamole,-8.76,-16.52,-8.79,-16.52
Dipyridamole,HAS_ANTAGONISM_WITH,Etomidate,-48.41,-54.42,-48.42,-54.42
Etomidate,HAS_ANTAGONISM_WITH,Dipyridamole,-48.41,-54.42,-48.42,-54.42
Dipyridamole,HAS_SYNERGISM_WITH,Mercaptopurine,25.25,18.13,25.24,18.13
Mercaptopurine,HAS_SYNERGISM_WITH,Dipyridamole,25.25,18.13,25.24,18.13
Dipyridamole,HAS_ANTAGONISM_WITH,Dopamine,-5.98,-14.15,-5.98,-14.15
Dopamine,HAS_ANTAGONISM_WITH,Dipyridamole,-5.98,-14.15,-5.98,-14.15
Dipyridamole,HAS_SYNERGISM_WITH,Sertraline,22.62,13.66,22.62,13.66
Sertraline,HAS_SYNERGISM_WITH,Dipyridamole,22.62,13.66,22.62,13.66
Dipyridamole,HAS_SYNERGISM_WITH,Isosorbide Dinitrate,28.34,21.18,28.34,21.18
Isosorbide Dinitrate,HAS_SYNERGISM_WITH,Dipyridamole,28.34,21.18,28.34,21.18
Dipyridamole,HAS_SYNERGISM_WITH,Dantrolene,32.93,18.89,32.91,18.89
Dantrolene,HAS_SYNERGISM_WITH,Dipyridamole,32.93,18.89,32.91,18.89
Dipyridamole,HAS_SYNERGISM_WITH,Cisapride,21.49,14.03,21.49,14.03
Cisapride,HAS_SYNERGISM_WITH,Dipyridamole,21.49,14.03,21.49,14.03
Dipyridamole,HAS_SYNERGISM_WITH,Dutasteride,18.58,11.44,18.58,11.44
Dutasteride,HAS_SYNERGISM_WITH,Dipyridamole,18.58,11.44,18.58,11.44
Dipyridamole,HAS_ANTAGONISM_WITH,Panobinostat,6.18,-3.88,2.24,-2.33
Panobinostat,HAS_ANTAGONISM_WITH,Dipyridamole,6.18,-3.88,2.24,-2.33
Dipyridamole,HAS_ANTAGONISM_WITH,Acamprosate,-4.21,-14.55,-4.22,-14.55
Acamprosate,HAS_ANTAGONISM_WITH,Dipyridamole,-4.21,-14.55,-4.22,-14.55
Dipyridamole,HAS_ANTAGONISM_WITH,Atovaquone,-12.69,-19.31,-12.71,-19.31
Atovaquone,HAS_ANTAGONISM_WITH,Dipyridamole,-12.69,-19.31,-12.71,-19.31
Dipyridamole,HAS_ANTAGONISM_WITH,Rosiglitazone,-3.29,-9.45,-3.29,-9.45
Rosiglitazone,HAS_ANTAGONISM_WITH,Dipyridamole,-3.29,-9.45,-3.29,-9.45
Dipyridamole,HAS_ANTAGONISM_WITH,Methylergometrine,-46.91,-54.33,-46.91,-54.33
Methylergometrine,HAS_ANTAGONISM_WITH,Dipyridamole,-46.91,-54.33,-46.91,-54.33
Dipyridamole,HAS_ANTAGONISM_WITH,Cevimeline,-27.14,-33.89,-27.14,-33.89
Cevimeline,HAS_ANTAGONISM_WITH,Dipyridamole,-27.14,-33.89,-27.14,-33.89
Dipyridamole,HAS_ANTAGONISM_WITH,Argatroban,-50.22,-57.75,-50.23,-57.75
Argatroban,HAS_ANTAGONISM_WITH,Dipyridamole,-50.22,-57.75,-50.23,-57.75
Dipyridamole,HAS_ANTAGONISM_WITH,Azacitidine,-3.95,-5.64,-3.98,-5.64
Azacitidine,HAS_ANTAGONISM_WITH,Dipyridamole,-3.95,-5.64,-3.98,-5.64
Dipyridamole,HAS_SYNERGISM_WITH,Galantamine,25.87,19.79,25.85,19.79
Galantamine,HAS_SYNERGISM_WITH,Dipyridamole,25.87,19.79,25.85,19.79
Dipyridamole,HAS_SYNERGISM_WITH,Armodafinil,23.5,17.08,23.48,17.08
Armodafinil,HAS_SYNERGISM_WITH,Dipyridamole,23.5,17.08,23.48,17.08
Disopyramide,HAS_SYNERGISM_WITH,Methylthioninium,0.67,3.51,-37.76,3.02
Methylthioninium,HAS_SYNERGISM_WITH,Disopyramide,0.67,3.51,-37.76,3.02
Disopyramide,HAS_SYNERGISM_WITH,Methylene blue,0.67,3.51,-33.1,2.88
Methylene blue,HAS_SYNERGISM_WITH,Disopyramide,0.67,3.51,-33.1,2.88
Disulfiram,HAS_ANTAGONISM_WITH,Valproic Acid,-33.28,-34.86,-33.36,-34.86
Valproic Acid,HAS_ANTAGONISM_WITH,Disulfiram,-33.28,-34.86,-33.36,-34.86
Disulfiram,HAS_SYNERGISM_WITH,Doxapram,8.29,5.92,8.22,5.92
Doxapram,HAS_SYNERGISM_WITH,Disulfiram,8.29,5.92,8.22,5.92
Disulfiram,HAS_SYNERGISM_WITH,Doxorubicin,2.53,40.12,-4.2,39.46
Doxorubicin,HAS_SYNERGISM_WITH,Disulfiram,2.53,40.12,-4.2,39.46
Disulfiram,HAS_ANTAGONISM_WITH,Enoxacin,0.32,-1.37,0.26,-1.37
Enoxacin,HAS_ANTAGONISM_WITH,Disulfiram,0.32,-1.37,0.26,-1.37
Disulfiram,HAS_ANTAGONISM_WITH,Felbamate,-35.05,-37.69,-35.12,-37.69
Felbamate,HAS_ANTAGONISM_WITH,Disulfiram,-35.05,-37.69,-35.12,-37.69
Disulfiram,HAS_ANTAGONISM_WITH,Fenoprofen,-61.09,-62.49,-61.18,-62.49
Fenoprofen,HAS_ANTAGONISM_WITH,Disulfiram,-61.09,-62.49,-61.18,-62.49
Disulfiram,HAS_SYNERGISM_WITH,Flumazenil,10.31,8.4,10.3,8.4
Flumazenil,HAS_SYNERGISM_WITH,Disulfiram,10.31,8.4,10.3,8.4
Disulfiram,HAS_SYNERGISM_WITH,Fluorouracil,11.04,6.8,11.03,6.8
Fluorouracil,HAS_SYNERGISM_WITH,Disulfiram,11.04,6.8,11.03,6.8
Disulfiram,HAS_ANTAGONISM_WITH,Flutamide,-7.91,-10.72,-7.96,-10.72
Flutamide,HAS_ANTAGONISM_WITH,Disulfiram,-7.91,-10.72,-7.96,-10.72
Disulfiram,HAS_SYNERGISM_WITH,Fomepizole,3.48,1.85,3.4,1.85
